change_value,runtime,num_coins,n,coins,denominations
17738,0.000108957,592,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 591]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17781,0.000111103,594,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 592]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17824,0.00011301,595,16,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 594]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17867,0.000118017,597,16,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 595]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17910,0.000113964,597,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 597]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17953,0.000118017,600,16,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 598]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
17996,0.000118971,600,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 599]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18039,0.000117064,603,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 601]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18082,0.000159025,603,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 602]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18125,0.00011611,606,16,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 604]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18168,0.000164032,606,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 605]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18211,0.00013113,608,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 607]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18254,0.000118971,609,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 608]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18297,0.000113964,611,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 609]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18340,0.000109911,612,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 611]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18383,0.000169039,614,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 612]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18426,0.000110865,615,16,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 614]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18469,0.000160933,617,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 615]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18512,0.00011301,618,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 617]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18555,0.00011301,620,16,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 618]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18598,0.000167131,620,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 619]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18641,0.000258923,623,16,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 621]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18684,0.000164032,623,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 622]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18727,0.000111818,626,16,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 624]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18770,0.000118017,626,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 625]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18813,0.000118017,629,16,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 627]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18856,0.00012207,629,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 628]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18899,0.000150204,631,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 629]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18942,0.000164986,632,16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 631]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
18985,0.000124931,634,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 632]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19028,0.000121117,635,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 634]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19071,0.000174046,637,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 635]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19114,0.000164032,638,16,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 637]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19157,0.000116825,640,16,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 638]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19200,0.000118017,640,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 640]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19243,0.00012207,643,16,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 641]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19286,0.00011611,643,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 642]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19329,0.000166893,646,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 644]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19372,0.000169039,646,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 645]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19415,0.000120878,649,16,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 647]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19458,0.00011611,649,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 648]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19501,0.000170946,651,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 650]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19544,0.000169039,652,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 651]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19587,0.000118017,654,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 652]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19630,0.000138998,655,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 654]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19673,0.000119925,657,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 655]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19716,0.000148058,658,16,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 657]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19759,0.00012207,660,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 658]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19802,0.000119209,661,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19845,0.000170946,663,16,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 661]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19888,0.00012207,663,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 662]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19931,0.000119925,666,16,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 664]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
19974,0.00012207,666,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 665]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
2000,1.41E-05,36,7,"[0, 1, 1, 1, 0, 0, 33]","[1, 2, 6, 12, 24, 48, 60]"
2043,1.00E-05,36,7,"[1, 1, 0, 0, 0, 0, 34]","[1, 2, 6, 12, 24, 48, 60]"
2086,1.00E-05,39,7,"[0, 2, 1, 1, 1, 0, 34]","[1, 2, 6, 12, 24, 48, 60]"
2129,9.06E-06,39,7,"[1, 2, 0, 0, 1, 0, 35]","[1, 2, 6, 12, 24, 48, 60]"
2172,1.00E-05,37,7,"[0, 0, 0, 1, 0, 0, 36]","[1, 2, 6, 12, 24, 48, 60]"
2215,1.00E-05,39,7,"[1, 0, 1, 0, 0, 1, 36]","[1, 2, 6, 12, 24, 48, 60]"
2258,1.00E-05,40,7,"[0, 1, 0, 1, 1, 0, 37]","[1, 2, 6, 12, 24, 48, 60]"
2301,1.19E-05,42,7,"[1, 1, 1, 1, 0, 0, 38]","[1, 2, 6, 12, 24, 48, 60]"
2344,1.00E-05,41,7,"[0, 2, 0, 0, 0, 0, 39]","[1, 2, 6, 12, 24, 48, 60]"
2387,1.10E-05,45,7,"[1, 2, 1, 1, 1, 0, 39]","[1, 2, 6, 12, 24, 48, 60]"
2430,1.10E-05,42,7,"[0, 0, 1, 0, 1, 0, 40]","[1, 2, 6, 12, 24, 48, 60]"
2473,1.19E-05,43,7,"[1, 0, 0, 1, 0, 0, 41]","[1, 2, 6, 12, 24, 48, 60]"
2516,1.10E-05,44,7,"[0, 1, 1, 0, 0, 1, 41]","[1, 2, 6, 12, 24, 48, 60]"
2559,1.10E-05,46,7,"[1, 1, 0, 1, 1, 0, 42]","[1, 2, 6, 12, 24, 48, 60]"
2602,1.22E-05,47,7,"[0, 2, 1, 1, 0, 0, 43]","[1, 2, 6, 12, 24, 48, 60]"
2645,1.10E-05,47,7,"[1, 2, 0, 0, 0, 0, 44]","[1, 2, 6, 12, 24, 48, 60]"
2688,1.10E-05,45,7,"[0, 0, 0, 0, 0, 1, 44]","[1, 2, 6, 12, 24, 48, 60]"
2731,1.22E-05,48,7,"[1, 0, 1, 0, 1, 0, 45]","[1, 2, 6, 12, 24, 48, 60]"
2774,1.29E-05,48,7,"[0, 1, 0, 1, 0, 0, 46]","[1, 2, 6, 12, 24, 48, 60]"
2817,1.29E-05,50,7,"[1, 1, 1, 0, 0, 1, 46]","[1, 2, 6, 12, 24, 48, 60]"
2860,1.31E-05,51,7,"[0, 2, 0, 1, 1, 0, 47]","[1, 2, 6, 12, 24, 48, 60]"
2903,1.29E-05,53,7,"[1, 2, 1, 1, 0, 0, 48]","[1, 2, 6, 12, 24, 48, 60]"
2946,1.19E-05,50,7,"[0, 0, 1, 0, 0, 0, 49]","[1, 2, 6, 12, 24, 48, 60]"
2989,1.29E-05,51,7,"[1, 0, 0, 0, 0, 1, 49]","[1, 2, 6, 12, 24, 48, 60]"
3032,1.22E-05,53,7,"[0, 1, 1, 0, 1, 0, 50]","[1, 2, 6, 12, 24, 48, 60]"
3075,2.10E-05,54,7,"[1, 1, 0, 1, 0, 0, 51]","[1, 2, 6, 12, 24, 48, 60]"
3118,1.29E-05,55,7,"[0, 2, 1, 0, 0, 1, 51]","[1, 2, 6, 12, 24, 48, 60]"
3161,1.29E-05,57,7,"[1, 2, 0, 1, 1, 0, 52]","[1, 2, 6, 12, 24, 48, 60]"
3204,1.22E-05,54,7,"[0, 0, 0, 0, 1, 0, 53]","[1, 2, 6, 12, 24, 48, 60]"
3247,1.50E-05,56,7,"[1, 0, 1, 0, 0, 0, 54]","[1, 2, 6, 12, 24, 48, 60]"
3290,1.41E-05,56,7,"[0, 1, 0, 0, 0, 1, 54]","[1, 2, 6, 12, 24, 48, 60]"
3333,1.41E-05,59,7,"[1, 1, 1, 0, 1, 0, 55]","[1, 2, 6, 12, 24, 48, 60]"
3376,1.38E-05,59,7,"[0, 2, 0, 1, 0, 0, 56]","[1, 2, 6, 12, 24, 48, 60]"
3419,1.38E-05,61,7,"[1, 2, 1, 0, 0, 1, 56]","[1, 2, 6, 12, 24, 48, 60]"
3462,1.48E-05,60,7,"[0, 0, 1, 1, 1, 0, 57]","[1, 2, 6, 12, 24, 48, 60]"
3505,1.41E-05,60,7,"[1, 0, 0, 0, 1, 0, 58]","[1, 2, 6, 12, 24, 48, 60]"
3548,1.38E-05,61,7,"[0, 1, 1, 0, 0, 0, 59]","[1, 2, 6, 12, 24, 48, 60]"
3591,1.50E-05,62,7,"[1, 1, 0, 0, 0, 1, 59]","[1, 2, 6, 12, 24, 48, 60]"
3634,1.41E-05,64,7,"[0, 2, 1, 0, 1, 0, 60]","[1, 2, 6, 12, 24, 48, 60]"
3677,1.50E-05,65,7,"[1, 2, 0, 1, 0, 0, 61]","[1, 2, 6, 12, 24, 48, 60]"
3720,1.41E-05,62,7,"[0, 0, 0, 0, 0, 0, 62]","[1, 2, 6, 12, 24, 48, 60]"
3763,1.60E-05,66,7,"[1, 0, 1, 1, 1, 0, 62]","[1, 2, 6, 12, 24, 48, 60]"
3806,2.29E-05,65,7,"[0, 1, 0, 0, 1, 0, 63]","[1, 2, 6, 12, 24, 48, 60]"
3849,1.48E-05,67,7,"[1, 1, 1, 0, 0, 0, 64]","[1, 2, 6, 12, 24, 48, 60]"
3892,1.50E-05,67,7,"[0, 2, 0, 0, 0, 1, 64]","[1, 2, 6, 12, 24, 48, 60]"
3935,1.60E-05,70,7,"[1, 2, 1, 0, 1, 0, 65]","[1, 2, 6, 12, 24, 48, 60]"
3978,1.60E-05,68,7,"[0, 0, 1, 1, 0, 0, 66]","[1, 2, 6, 12, 24, 48, 60]"
4021,1.62E-05,68,7,"[1, 0, 0, 0, 0, 0, 67]","[1, 2, 6, 12, 24, 48, 60]"
4064,1.60E-05,71,7,"[0, 1, 1, 1, 1, 0, 67]","[1, 2, 6, 12, 24, 48, 60]"
4107,1.81E-05,71,7,"[1, 1, 0, 0, 1, 0, 68]","[1, 2, 6, 12, 24, 48, 60]"
4150,1.69E-05,72,7,"[0, 2, 1, 0, 0, 0, 69]","[1, 2, 6, 12, 24, 48, 60]"
4193,1.69E-05,73,7,"[1, 2, 0, 0, 0, 1, 69]","[1, 2, 6, 12, 24, 48, 60]"
4236,1.81E-05,72,7,"[0, 0, 0, 1, 1, 0, 70]","[1, 2, 6, 12, 24, 48, 60]"
4279,1.69E-05,74,7,"[1, 0, 1, 1, 0, 0, 71]","[1, 2, 6, 12, 24, 48, 60]"
4322,2.00E-05,73,7,"[0, 1, 0, 0, 0, 0, 72]","[1, 2, 6, 12, 24, 48, 60]"
4365,1.81E-05,77,7,"[1, 1, 1, 1, 1, 0, 72]","[1, 2, 6, 12, 24, 48, 60]"
4408,1.79E-05,76,7,"[0, 2, 0, 0, 1, 0, 73]","[1, 2, 6, 12, 24, 48, 60]"
4451,1.91E-05,78,7,"[1, 2, 1, 0, 0, 0, 74]","[1, 2, 6, 12, 24, 48, 60]"
4494,1.60E-05,76,7,"[0, 0, 1, 0, 0, 1, 74]","[1, 2, 6, 12, 24, 48, 60]"
4537,1.91E-05,78,7,"[1, 0, 0, 1, 1, 0, 75]","[1, 2, 6, 12, 24, 48, 60]"
4580,1.79E-05,79,7,"[0, 1, 1, 1, 0, 0, 76]","[1, 2, 6, 12, 24, 48, 60]"
4623,2.69E-05,79,7,"[1, 1, 0, 0, 0, 0, 77]","[1, 2, 6, 12, 24, 48, 60]"
4666,2.29E-05,82,7,"[0, 2, 1, 1, 1, 0, 77]","[1, 2, 6, 12, 24, 48, 60]"
4709,2.22E-05,82,7,"[1, 2, 0, 0, 1, 0, 78]","[1, 2, 6, 12, 24, 48, 60]"
4752,2.69E-05,80,7,"[0, 0, 0, 1, 0, 0, 79]","[1, 2, 6, 12, 24, 48, 60]"
4795,2.19E-05,82,7,"[1, 0, 1, 0, 0, 1, 79]","[1, 2, 6, 12, 24, 48, 60]"
4838,1.91E-05,83,7,"[0, 1, 0, 1, 1, 0, 80]","[1, 2, 6, 12, 24, 48, 60]"
4881,1.98E-05,85,7,"[1, 1, 1, 1, 0, 0, 81]","[1, 2, 6, 12, 24, 48, 60]"
4924,2.38E-05,84,7,"[0, 2, 0, 0, 0, 0, 82]","[1, 2, 6, 12, 24, 48, 60]"
4967,2.00E-05,88,7,"[1, 2, 1, 1, 1, 0, 82]","[1, 2, 6, 12, 24, 48, 60]"
5010,2.79E-05,85,7,"[0, 0, 1, 0, 1, 0, 83]","[1, 2, 6, 12, 24, 48, 60]"
5053,1.91E-05,86,7,"[1, 0, 0, 1, 0, 0, 84]","[1, 2, 6, 12, 24, 48, 60]"
5096,1.91E-05,87,7,"[0, 1, 1, 0, 0, 1, 84]","[1, 2, 6, 12, 24, 48, 60]"
5139,2.00E-05,89,7,"[1, 1, 0, 1, 1, 0, 85]","[1, 2, 6, 12, 24, 48, 60]"
5182,3.00E-05,90,7,"[0, 2, 1, 1, 0, 0, 86]","[1, 2, 6, 12, 24, 48, 60]"
5225,2.19E-05,90,7,"[1, 2, 0, 0, 0, 0, 87]","[1, 2, 6, 12, 24, 48, 60]"
5268,2.91E-05,88,7,"[0, 0, 0, 0, 0, 1, 87]","[1, 2, 6, 12, 24, 48, 60]"
5311,2.10E-05,91,7,"[1, 0, 1, 0, 1, 0, 88]","[1, 2, 6, 12, 24, 48, 60]"
5354,1.91E-05,91,7,"[0, 1, 0, 1, 0, 0, 89]","[1, 2, 6, 12, 24, 48, 60]"
5397,2.19E-05,93,7,"[1, 1, 1, 0, 0, 1, 89]","[1, 2, 6, 12, 24, 48, 60]"
5440,2.00E-05,94,7,"[0, 2, 0, 1, 1, 0, 90]","[1, 2, 6, 12, 24, 48, 60]"
5483,2.10E-05,96,7,"[1, 2, 1, 1, 0, 0, 91]","[1, 2, 6, 12, 24, 48, 60]"
5526,2.50E-05,93,7,"[0, 0, 1, 0, 0, 0, 92]","[1, 2, 6, 12, 24, 48, 60]"
5569,2.00E-05,94,7,"[1, 0, 0, 0, 0, 1, 92]","[1, 2, 6, 12, 24, 48, 60]"
5612,3.10E-05,96,7,"[0, 1, 1, 0, 1, 0, 93]","[1, 2, 6, 12, 24, 48, 60]"
5655,2.22E-05,97,7,"[1, 1, 0, 1, 0, 0, 94]","[1, 2, 6, 12, 24, 48, 60]"
5698,3.29E-05,98,7,"[0, 2, 1, 0, 0, 1, 94]","[1, 2, 6, 12, 24, 48, 60]"
5741,3.19E-05,100,7,"[1, 2, 0, 1, 1, 0, 95]","[1, 2, 6, 12, 24, 48, 60]"
5784,2.10E-05,97,7,"[0, 0, 0, 0, 1, 0, 96]","[1, 2, 6, 12, 24, 48, 60]"
5827,2.19E-05,99,7,"[1, 0, 1, 0, 0, 0, 97]","[1, 2, 6, 12, 24, 48, 60]"
5870,2.31E-05,99,7,"[0, 1, 0, 0, 0, 1, 97]","[1, 2, 6, 12, 24, 48, 60]"
5913,3.29E-05,102,7,"[1, 1, 1, 0, 1, 0, 98]","[1, 2, 6, 12, 24, 48, 60]"
5956,2.10E-05,102,7,"[0, 2, 0, 1, 0, 0, 99]","[1, 2, 6, 12, 24, 48, 60]"
5999,2.29E-05,104,7,"[1, 2, 1, 0, 0, 1, 99]","[1, 2, 6, 12, 24, 48, 60]"
6042,3.48E-05,103,7,"[0, 0, 1, 1, 1, 0, 100]","[1, 2, 6, 12, 24, 48, 60]"
6085,3.29E-05,103,7,"[1, 0, 0, 0, 1, 0, 101]","[1, 2, 6, 12, 24, 48, 60]"
6128,2.19E-05,104,7,"[0, 1, 1, 0, 0, 0, 102]","[1, 2, 6, 12, 24, 48, 60]"
6171,2.72E-05,105,7,"[1, 1, 0, 0, 0, 1, 102]","[1, 2, 6, 12, 24, 48, 60]"
6214,2.41E-05,107,7,"[0, 2, 1, 0, 1, 0, 103]","[1, 2, 6, 12, 24, 48, 60]"
6257,3.50E-05,108,7,"[1, 2, 0, 1, 0, 0, 104]","[1, 2, 6, 12, 24, 48, 60]"
6300,3.31E-05,105,7,"[0, 0, 0, 0, 0, 0, 105]","[1, 2, 6, 12, 24, 48, 60]"
6343,2.29E-05,109,7,"[1, 0, 1, 1, 1, 0, 105]","[1, 2, 6, 12, 24, 48, 60]"
6386,2.19E-05,108,7,"[0, 1, 0, 0, 1, 0, 106]","[1, 2, 6, 12, 24, 48, 60]"
6429,2.41E-05,110,7,"[1, 1, 1, 0, 0, 0, 107]","[1, 2, 6, 12, 24, 48, 60]"
6472,2.50E-05,110,7,"[0, 2, 0, 0, 0, 1, 107]","[1, 2, 6, 12, 24, 48, 60]"
6515,2.31E-05,113,7,"[1, 2, 1, 0, 1, 0, 108]","[1, 2, 6, 12, 24, 48, 60]"
6558,2.29E-05,111,7,"[0, 0, 1, 1, 0, 0, 109]","[1, 2, 6, 12, 24, 48, 60]"
6601,2.29E-05,111,7,"[1, 0, 0, 0, 0, 0, 110]","[1, 2, 6, 12, 24, 48, 60]"
6644,2.31E-05,114,7,"[0, 1, 1, 1, 1, 0, 110]","[1, 2, 6, 12, 24, 48, 60]"
6687,2.29E-05,114,7,"[1, 1, 0, 0, 1, 0, 111]","[1, 2, 6, 12, 24, 48, 60]"
6730,2.38E-05,115,7,"[0, 2, 1, 0, 0, 0, 112]","[1, 2, 6, 12, 24, 48, 60]"
6773,2.41E-05,116,7,"[1, 2, 0, 0, 0, 1, 112]","[1, 2, 6, 12, 24, 48, 60]"
6816,2.50E-05,115,7,"[0, 0, 0, 1, 1, 0, 113]","[1, 2, 6, 12, 24, 48, 60]"
6859,3.60E-05,117,7,"[1, 0, 1, 1, 0, 0, 114]","[1, 2, 6, 12, 24, 48, 60]"
6902,3.81E-05,116,7,"[0, 1, 0, 0, 0, 0, 115]","[1, 2, 6, 12, 24, 48, 60]"
6945,2.50E-05,120,7,"[1, 1, 1, 1, 1, 0, 115]","[1, 2, 6, 12, 24, 48, 60]"
6988,2.50E-05,119,7,"[0, 2, 0, 0, 1, 0, 116]","[1, 2, 6, 12, 24, 48, 60]"
7031,2.69E-05,121,7,"[1, 2, 1, 0, 0, 0, 117]","[1, 2, 6, 12, 24, 48, 60]"
7074,2.81E-05,119,7,"[0, 0, 1, 0, 0, 1, 117]","[1, 2, 6, 12, 24, 48, 60]"
7117,2.50E-05,121,7,"[1, 0, 0, 1, 1, 0, 118]","[1, 2, 6, 12, 24, 48, 60]"
7160,2.38E-05,122,7,"[0, 1, 1, 1, 0, 0, 119]","[1, 2, 6, 12, 24, 48, 60]"
7203,3.81E-05,122,7,"[1, 1, 0, 0, 0, 0, 120]","[1, 2, 6, 12, 24, 48, 60]"
7246,2.72E-05,125,7,"[0, 2, 1, 1, 1, 0, 120]","[1, 2, 6, 12, 24, 48, 60]"
7289,8.92E-05,125,7,"[1, 2, 0, 0, 1, 0, 121]","[1, 2, 6, 12, 24, 48, 60]"
7332,2.69E-05,123,7,"[0, 0, 0, 1, 0, 0, 122]","[1, 2, 6, 12, 24, 48, 60]"
7375,2.48E-05,125,7,"[1, 0, 1, 0, 0, 1, 122]","[1, 2, 6, 12, 24, 48, 60]"
7418,2.48E-05,126,7,"[0, 1, 0, 1, 1, 0, 123]","[1, 2, 6, 12, 24, 48, 60]"
7461,2.91E-05,128,7,"[1, 1, 1, 1, 0, 0, 124]","[1, 2, 6, 12, 24, 48, 60]"
7504,2.60E-05,127,7,"[0, 2, 0, 0, 0, 0, 125]","[1, 2, 6, 12, 24, 48, 60]"
7547,2.69E-05,131,7,"[1, 2, 1, 1, 1, 0, 125]","[1, 2, 6, 12, 24, 48, 60]"
7590,2.60E-05,128,7,"[0, 0, 1, 0, 1, 0, 126]","[1, 2, 6, 12, 24, 48, 60]"
7633,2.69E-05,129,7,"[1, 0, 0, 1, 0, 0, 127]","[1, 2, 6, 12, 24, 48, 60]"
7676,2.69E-05,130,7,"[0, 1, 1, 0, 0, 1, 127]","[1, 2, 6, 12, 24, 48, 60]"
