change_value,runtime,num_coins,n,coins,denominations
17695,5.60E-05,297,7,"[1, 0, 1, 0, 0, 1, 294]","[1, 2, 6, 12, 24, 48, 60]"
17738,8.30E-05,298,7,"[0, 1, 0, 1, 1, 0, 295]","[1, 2, 6, 12, 24, 48, 60]"
17781,5.58E-05,300,7,"[1, 1, 1, 1, 0, 0, 296]","[1, 2, 6, 12, 24, 48, 60]"
17824,6.01E-05,299,7,"[0, 2, 0, 0, 0, 0, 297]","[1, 2, 6, 12, 24, 48, 60]"
17867,6.10E-05,303,7,"[1, 2, 1, 1, 1, 0, 297]","[1, 2, 6, 12, 24, 48, 60]"
17910,6.20E-05,300,7,"[0, 0, 1, 0, 1, 0, 298]","[1, 2, 6, 12, 24, 48, 60]"
17953,6.39E-05,301,7,"[1, 0, 0, 1, 0, 0, 299]","[1, 2, 6, 12, 24, 48, 60]"
17996,6.29E-05,302,7,"[0, 1, 1, 0, 0, 1, 299]","[1, 2, 6, 12, 24, 48, 60]"
18039,6.20E-05,304,7,"[1, 1, 0, 1, 1, 0, 300]","[1, 2, 6, 12, 24, 48, 60]"
18082,6.51E-05,305,7,"[0, 2, 1, 1, 0, 0, 301]","[1, 2, 6, 12, 24, 48, 60]"
18125,6.20E-05,305,7,"[1, 2, 0, 0, 0, 0, 302]","[1, 2, 6, 12, 24, 48, 60]"
18168,6.29E-05,303,7,"[0, 0, 0, 0, 0, 1, 302]","[1, 2, 6, 12, 24, 48, 60]"
18211,8.68E-05,306,7,"[1, 0, 1, 0, 1, 0, 303]","[1, 2, 6, 12, 24, 48, 60]"
18254,5.98E-05,306,7,"[0, 1, 0, 1, 0, 0, 304]","[1, 2, 6, 12, 24, 48, 60]"
18297,6.08E-05,308,7,"[1, 1, 1, 0, 0, 1, 304]","[1, 2, 6, 12, 24, 48, 60]"
18340,8.11E-05,309,7,"[0, 2, 0, 1, 1, 0, 305]","[1, 2, 6, 12, 24, 48, 60]"
18383,5.89E-05,311,7,"[1, 2, 1, 1, 0, 0, 306]","[1, 2, 6, 12, 24, 48, 60]"
18426,5.82E-05,308,7,"[0, 0, 1, 0, 0, 0, 307]","[1, 2, 6, 12, 24, 48, 60]"
18469,5.98E-05,309,7,"[1, 0, 0, 0, 0, 1, 307]","[1, 2, 6, 12, 24, 48, 60]"
18512,8.92E-05,311,7,"[0, 1, 1, 0, 1, 0, 308]","[1, 2, 6, 12, 24, 48, 60]"
18555,5.89E-05,312,7,"[1, 1, 0, 1, 0, 0, 309]","[1, 2, 6, 12, 24, 48, 60]"
18598,8.92E-05,313,7,"[0, 2, 1, 0, 0, 1, 309]","[1, 2, 6, 12, 24, 48, 60]"
18641,7.32E-05,315,7,"[1, 2, 0, 1, 1, 0, 310]","[1, 2, 6, 12, 24, 48, 60]"
18684,8.89E-05,312,7,"[0, 0, 0, 0, 1, 0, 311]","[1, 2, 6, 12, 24, 48, 60]"
18727,7.20E-05,314,7,"[1, 0, 1, 0, 0, 0, 312]","[1, 2, 6, 12, 24, 48, 60]"
18770,5.89E-05,314,7,"[0, 1, 0, 0, 0, 1, 312]","[1, 2, 6, 12, 24, 48, 60]"
18813,7.10E-05,317,7,"[1, 1, 1, 0, 1, 0, 313]","[1, 2, 6, 12, 24, 48, 60]"
18856,6.10E-05,317,7,"[0, 2, 0, 1, 0, 0, 314]","[1, 2, 6, 12, 24, 48, 60]"
18899,6.10E-05,319,7,"[1, 2, 1, 0, 0, 1, 314]","[1, 2, 6, 12, 24, 48, 60]"
18942,6.51E-05,318,7,"[0, 0, 1, 1, 1, 0, 315]","[1, 2, 6, 12, 24, 48, 60]"
18985,9.20E-05,318,7,"[1, 0, 0, 0, 1, 0, 316]","[1, 2, 6, 12, 24, 48, 60]"
19028,6.70E-05,319,7,"[0, 1, 1, 0, 0, 0, 317]","[1, 2, 6, 12, 24, 48, 60]"
19071,6.01E-05,320,7,"[1, 1, 0, 0, 0, 1, 317]","[1, 2, 6, 12, 24, 48, 60]"
19114,6.10E-05,322,7,"[0, 2, 1, 0, 1, 0, 318]","[1, 2, 6, 12, 24, 48, 60]"
19157,6.79E-05,323,7,"[1, 2, 0, 1, 0, 0, 319]","[1, 2, 6, 12, 24, 48, 60]"
19200,6.10E-05,320,7,"[0, 0, 0, 0, 0, 0, 320]","[1, 2, 6, 12, 24, 48, 60]"
19243,6.41E-05,324,7,"[1, 0, 1, 1, 1, 0, 320]","[1, 2, 6, 12, 24, 48, 60]"
19286,6.41E-05,323,7,"[0, 1, 0, 0, 1, 0, 321]","[1, 2, 6, 12, 24, 48, 60]"
19329,0.000108004,325,7,"[1, 1, 1, 0, 0, 0, 322]","[1, 2, 6, 12, 24, 48, 60]"
19372,6.79E-05,325,7,"[0, 2, 0, 0, 0, 1, 322]","[1, 2, 6, 12, 24, 48, 60]"
19415,6.20E-05,328,7,"[1, 2, 1, 0, 1, 0, 323]","[1, 2, 6, 12, 24, 48, 60]"
19458,6.39E-05,326,7,"[0, 0, 1, 1, 0, 0, 324]","[1, 2, 6, 12, 24, 48, 60]"
19501,8.80E-05,326,7,"[1, 0, 0, 0, 0, 0, 325]","[1, 2, 6, 12, 24, 48, 60]"
19544,7.32E-05,329,7,"[0, 1, 1, 1, 1, 0, 325]","[1, 2, 6, 12, 24, 48, 60]"
19587,6.58E-05,329,7,"[1, 1, 0, 0, 1, 0, 326]","[1, 2, 6, 12, 24, 48, 60]"
19630,7.39E-05,330,7,"[0, 2, 1, 0, 0, 0, 327]","[1, 2, 6, 12, 24, 48, 60]"
19673,6.32E-05,331,7,"[1, 2, 0, 0, 0, 1, 327]","[1, 2, 6, 12, 24, 48, 60]"
19716,8.89E-05,330,7,"[0, 0, 0, 1, 1, 0, 328]","[1, 2, 6, 12, 24, 48, 60]"
19759,9.11E-05,332,7,"[1, 0, 1, 1, 0, 0, 329]","[1, 2, 6, 12, 24, 48, 60]"
19802,6.60E-05,331,7,"[0, 1, 0, 0, 0, 0, 330]","[1, 2, 6, 12, 24, 48, 60]"
19845,7.08E-05,335,7,"[1, 1, 1, 1, 1, 0, 330]","[1, 2, 6, 12, 24, 48, 60]"
19888,6.70E-05,334,7,"[0, 2, 0, 0, 1, 0, 331]","[1, 2, 6, 12, 24, 48, 60]"
19931,7.49E-05,336,7,"[1, 2, 1, 0, 0, 0, 332]","[1, 2, 6, 12, 24, 48, 60]"
19974,6.39E-05,334,7,"[0, 0, 1, 0, 0, 1, 332]","[1, 2, 6, 12, 24, 48, 60]"
2010,1.22E-05,41,5,"[0, 0, 1, 0, 40]","[1, 5, 10, 25, 50]"
2015,1.10E-05,42,5,"[0, 1, 1, 0, 40]","[1, 5, 10, 25, 50]"
2020,1.88E-05,42,5,"[0, 0, 2, 0, 40]","[1, 5, 10, 25, 50]"
2025,1.48E-05,41,5,"[0, 0, 0, 1, 40]","[1, 5, 10, 25, 50]"
2030,1.29E-05,42,5,"[0, 1, 0, 1, 40]","[1, 5, 10, 25, 50]"
2035,1.38E-05,42,5,"[0, 0, 1, 1, 40]","[1, 5, 10, 25, 50]"
2040,1.50E-05,43,5,"[0, 1, 1, 1, 40]","[1, 5, 10, 25, 50]"
2045,1.60E-05,43,5,"[0, 0, 2, 1, 40]","[1, 5, 10, 25, 50]"
2050,1.60E-05,41,5,"[0, 0, 0, 0, 41]","[1, 5, 10, 25, 50]"
2055,1.00E-05,42,5,"[0, 1, 0, 0, 41]","[1, 5, 10, 25, 50]"
2060,1.22E-05,42,5,"[0, 0, 1, 0, 41]","[1, 5, 10, 25, 50]"
2065,1.00E-05,43,5,"[0, 1, 1, 0, 41]","[1, 5, 10, 25, 50]"
2070,1.81E-05,43,5,"[0, 0, 2, 0, 41]","[1, 5, 10, 25, 50]"
2075,1.50E-05,42,5,"[0, 0, 0, 1, 41]","[1, 5, 10, 25, 50]"
2080,1.48E-05,43,5,"[0, 1, 0, 1, 41]","[1, 5, 10, 25, 50]"
2085,1.12E-05,43,5,"[0, 0, 1, 1, 41]","[1, 5, 10, 25, 50]"
2090,1.19E-05,44,5,"[0, 1, 1, 1, 41]","[1, 5, 10, 25, 50]"
2095,1.19E-05,44,5,"[0, 0, 2, 1, 41]","[1, 5, 10, 25, 50]"
2100,1.00E-05,42,5,"[0, 0, 0, 0, 42]","[1, 5, 10, 25, 50]"
2105,1.00E-05,43,5,"[0, 1, 0, 0, 42]","[1, 5, 10, 25, 50]"
2110,1.81E-05,43,5,"[0, 0, 1, 0, 42]","[1, 5, 10, 25, 50]"
2115,1.50E-05,44,5,"[0, 1, 1, 0, 42]","[1, 5, 10, 25, 50]"
2120,1.50E-05,44,5,"[0, 0, 2, 0, 42]","[1, 5, 10, 25, 50]"
2125,1.10E-05,43,5,"[0, 0, 0, 1, 42]","[1, 5, 10, 25, 50]"
2130,1.29E-05,44,5,"[0, 1, 0, 1, 42]","[1, 5, 10, 25, 50]"
2135,1.19E-05,44,5,"[0, 0, 1, 1, 42]","[1, 5, 10, 25, 50]"
2140,1.10E-05,45,5,"[0, 1, 1, 1, 42]","[1, 5, 10, 25, 50]"
2145,1.10E-05,45,5,"[0, 0, 2, 1, 42]","[1, 5, 10, 25, 50]"
2150,1.81E-05,43,5,"[0, 0, 0, 0, 43]","[1, 5, 10, 25, 50]"
2155,1.60E-05,44,5,"[0, 1, 0, 0, 43]","[1, 5, 10, 25, 50]"
2160,1.91E-05,44,5,"[0, 0, 1, 0, 43]","[1, 5, 10, 25, 50]"
2165,1.60E-05,45,5,"[0, 1, 1, 0, 43]","[1, 5, 10, 25, 50]"
2170,2.41E-05,45,5,"[0, 0, 2, 0, 43]","[1, 5, 10, 25, 50]"
2175,1.00E-05,44,5,"[0, 0, 0, 1, 43]","[1, 5, 10, 25, 50]"
2180,1.19E-05,45,5,"[0, 1, 0, 1, 43]","[1, 5, 10, 25, 50]"
2185,1.10E-05,45,5,"[0, 0, 1, 1, 43]","[1, 5, 10, 25, 50]"
2190,1.41E-05,46,5,"[0, 1, 1, 1, 43]","[1, 5, 10, 25, 50]"
2195,1.19E-05,46,5,"[0, 0, 2, 1, 43]","[1, 5, 10, 25, 50]"
2200,1.91E-05,44,5,"[0, 0, 0, 0, 44]","[1, 5, 10, 25, 50]"
2000,6.91E-06,15,5,"[0, 0, 1, 1, 13]","[1, 6, 13, 37, 150]"
2043,6.20E-06,17,5,"[0, 1, 1, 2, 13]","[1, 6, 13, 37, 150]"
2086,6.91E-06,19,5,"[0, 2, 1, 3, 13]","[1, 6, 13, 37, 150]"
2129,5.96E-06,19,5,"[3, 0, 2, 0, 14]","[1, 6, 13, 37, 150]"
2172,7.15E-06,21,5,"[3, 1, 2, 1, 14]","[1, 6, 13, 37, 150]"
2215,7.15E-06,21,5,"[4, 0, 0, 3, 14]","[1, 6, 13, 37, 150]"
2258,7.87E-06,18,5,"[2, 1, 0, 0, 15]","[1, 6, 13, 37, 150]"
2301,7.15E-06,18,5,"[1, 0, 1, 1, 15]","[1, 6, 13, 37, 150]"
2344,6.91E-06,20,5,"[1, 1, 1, 2, 15]","[1, 6, 13, 37, 150]"
2387,7.15E-06,20,5,"[0, 0, 2, 3, 15]","[1, 6, 13, 37, 150]"
2430,7.87E-06,22,5,"[4, 0, 2, 0, 16]","[1, 6, 13, 37, 150]"
2473,6.91E-06,24,5,"[4, 1, 2, 1, 16]","[1, 6, 13, 37, 150]"
2516,1.10E-05,24,5,"[5, 0, 0, 3, 16]","[1, 6, 13, 37, 150]"
2559,5.96E-06,21,5,"[3, 1, 0, 0, 17]","[1, 6, 13, 37, 150]"
2602,6.91E-06,21,5,"[2, 0, 1, 1, 17]","[1, 6, 13, 37, 150]"
2645,6.91E-06,23,5,"[2, 1, 1, 2, 17]","[1, 6, 13, 37, 150]"
2688,7.15E-06,23,5,"[1, 0, 2, 3, 17]","[1, 6, 13, 37, 150]"
2731,8.11E-06,25,5,"[5, 0, 2, 0, 18]","[1, 6, 13, 37, 150]"
2774,8.11E-06,20,5,"[0, 0, 0, 2, 18]","[1, 6, 13, 37, 150]"
2817,7.15E-06,22,5,"[0, 1, 0, 3, 18]","[1, 6, 13, 37, 150]"
2860,1.31E-05,24,5,"[4, 1, 0, 0, 19]","[1, 6, 13, 37, 150]"
2903,7.15E-06,24,5,"[3, 0, 1, 1, 19]","[1, 6, 13, 37, 150]"
2946,9.06E-06,26,5,"[3, 1, 1, 2, 19]","[1, 6, 13, 37, 150]"
2989,7.87E-06,26,5,"[2, 0, 2, 3, 19]","[1, 6, 13, 37, 150]"
3032,7.15E-06,23,5,"[0, 1, 2, 0, 20]","[1, 6, 13, 37, 150]"
3075,1.00E-05,23,5,"[1, 0, 0, 2, 20]","[1, 6, 13, 37, 150]"
3118,1.29E-05,25,5,"[1, 1, 0, 3, 20]","[1, 6, 13, 37, 150]"
3161,9.06E-06,27,5,"[5, 1, 0, 0, 21]","[1, 6, 13, 37, 150]"
3204,1.41E-05,27,5,"[4, 0, 1, 1, 21]","[1, 6, 13, 37, 150]"
3247,8.11E-06,29,5,"[4, 1, 1, 2, 21]","[1, 6, 13, 37, 150]"
3290,9.06E-06,29,5,"[3, 0, 2, 3, 21]","[1, 6, 13, 37, 150]"
3333,9.06E-06,26,5,"[1, 1, 2, 0, 22]","[1, 6, 13, 37, 150]"
3376,8.11E-06,26,5,"[2, 0, 0, 2, 22]","[1, 6, 13, 37, 150]"
3419,8.82E-06,28,5,"[2, 1, 0, 3, 22]","[1, 6, 13, 37, 150]"
3462,8.11E-06,25,5,"[0, 2, 0, 0, 23]","[1, 6, 13, 37, 150]"
3505,1.41E-05,30,5,"[5, 0, 1, 1, 23]","[1, 6, 13, 37, 150]"
3548,9.06E-06,32,5,"[5, 1, 1, 2, 23]","[1, 6, 13, 37, 150]"
3591,1.50E-05,32,5,"[4, 0, 2, 3, 23]","[1, 6, 13, 37, 150]"
3634,9.06E-06,29,5,"[2, 1, 2, 0, 24]","[1, 6, 13, 37, 150]"
3677,1.00E-05,29,5,"[3, 0, 0, 2, 24]","[1, 6, 13, 37, 150]"
3720,9.06E-06,31,5,"[3, 1, 0, 3, 24]","[1, 6, 13, 37, 150]"
3763,8.11E-06,26,5,"[0, 0, 1, 0, 25]","[1, 6, 13, 37, 150]"
3806,1.00E-05,28,5,"[0, 1, 1, 1, 25]","[1, 6, 13, 37, 150]"
3849,9.06E-06,30,5,"[0, 2, 1, 2, 25]","[1, 6, 13, 37, 150]"
3892,9.06E-06,35,5,"[5, 0, 2, 3, 25]","[1, 6, 13, 37, 150]"
3935,9.06E-06,32,5,"[3, 1, 2, 0, 26]","[1, 6, 13, 37, 150]"
3978,9.06E-06,32,5,"[4, 0, 0, 2, 26]","[1, 6, 13, 37, 150]"
4021,1.00E-05,34,5,"[4, 1, 0, 3, 26]","[1, 6, 13, 37, 150]"
4064,8.11E-06,29,5,"[1, 0, 1, 0, 27]","[1, 6, 13, 37, 150]"
4107,9.06E-06,31,5,"[1, 1, 1, 1, 27]","[1, 6, 13, 37, 150]"
4150,9.06E-06,31,5,"[0, 0, 2, 2, 27]","[1, 6, 13, 37, 150]"
4193,1.00E-05,33,5,"[0, 1, 2, 3, 27]","[1, 6, 13, 37, 150]"
4236,1.62E-05,35,5,"[4, 1, 2, 0, 28]","[1, 6, 13, 37, 150]"
4279,1.00E-05,35,5,"[5, 0, 0, 2, 28]","[1, 6, 13, 37, 150]"
4322,1.12E-05,37,5,"[5, 1, 0, 3, 28]","[1, 6, 13, 37, 150]"
4365,1.41E-05,32,5,"[2, 0, 1, 0, 29]","[1, 6, 13, 37, 150]"
4408,1.00E-05,34,5,"[2, 1, 1, 1, 29]","[1, 6, 13, 37, 150]"
4451,1.00E-05,34,5,"[1, 0, 2, 2, 29]","[1, 6, 13, 37, 150]"
4494,1.10E-05,36,5,"[1, 1, 2, 3, 29]","[1, 6, 13, 37, 150]"
4537,9.06E-06,31,5,"[0, 0, 0, 1, 30]","[1, 6, 13, 37, 150]"
4580,1.00E-05,33,5,"[0, 1, 0, 2, 30]","[1, 6, 13, 37, 150]"
4623,1.10E-05,35,5,"[0, 2, 0, 3, 30]","[1, 6, 13, 37, 150]"
4666,1.00E-05,35,5,"[3, 0, 1, 0, 31]","[1, 6, 13, 37, 150]"
4709,1.10E-05,37,5,"[3, 1, 1, 1, 31]","[1, 6, 13, 37, 150]"
4752,1.60E-05,37,5,"[2, 0, 2, 2, 31]","[1, 6, 13, 37, 150]"
4795,1.10E-05,39,5,"[2, 1, 2, 3, 31]","[1, 6, 13, 37, 150]"
4838,1.00E-05,34,5,"[1, 0, 0, 1, 32]","[1, 6, 13, 37, 150]"
4881,1.10E-05,36,5,"[1, 1, 0, 2, 32]","[1, 6, 13, 37, 150]"
4924,1.41E-05,36,5,"[0, 0, 1, 3, 32]","[1, 6, 13, 37, 150]"
4967,1.00E-05,38,5,"[4, 0, 1, 0, 33]","[1, 6, 13, 37, 150]"
5010,1.00E-05,40,5,"[4, 1, 1, 1, 33]","[1, 6, 13, 37, 150]"
5053,1.60E-05,40,5,"[3, 0, 2, 2, 33]","[1, 6, 13, 37, 150]"
5096,1.19E-05,42,5,"[3, 1, 2, 3, 33]","[1, 6, 13, 37, 150]"
5139,1.00E-05,37,5,"[2, 0, 0, 1, 34]","[1, 6, 13, 37, 150]"
5182,1.29E-05,39,5,"[2, 1, 0, 2, 34]","[1, 6, 13, 37, 150]"
5225,1.00E-05,39,5,"[1, 0, 1, 3, 34]","[1, 6, 13, 37, 150]"
5268,1.19E-05,41,5,"[5, 0, 1, 0, 35]","[1, 6, 13, 37, 150]"
5311,1.12E-05,43,5,"[5, 1, 1, 1, 35]","[1, 6, 13, 37, 150]"
5354,1.10E-05,43,5,"[4, 0, 2, 2, 35]","[1, 6, 13, 37, 150]"
5397,1.19E-05,45,5,"[4, 1, 2, 3, 35]","[1, 6, 13, 37, 150]"
5440,1.31E-05,40,5,"[3, 0, 0, 1, 36]","[1, 6, 13, 37, 150]"
5483,1.72E-05,42,5,"[3, 1, 0, 2, 36]","[1, 6, 13, 37, 150]"
5526,1.31E-05,42,5,"[2, 0, 1, 3, 36]","[1, 6, 13, 37, 150]"
5569,1.60E-05,39,5,"[0, 1, 1, 0, 37]","[1, 6, 13, 37, 150]"
5612,1.69E-05,41,5,"[0, 2, 1, 1, 37]","[1, 6, 13, 37, 150]"
5655,1.10E-05,46,5,"[5, 0, 2, 2, 37]","[1, 6, 13, 37, 150]"
5698,1.29E-05,41,5,"[0, 0, 0, 4, 37]","[1, 6, 13, 37, 150]"
5741,1.19E-05,43,5,"[4, 0, 0, 1, 38]","[1, 6, 13, 37, 150]"
5784,1.19E-05,45,5,"[4, 1, 0, 2, 38]","[1, 6, 13, 37, 150]"
5827,1.22E-05,45,5,"[3, 0, 1, 3, 38]","[1, 6, 13, 37, 150]"
5870,1.91E-05,42,5,"[1, 1, 1, 0, 39]","[1, 6, 13, 37, 150]"
5913,1.22E-05,42,5,"[0, 0, 2, 1, 39]","[1, 6, 13, 37, 150]"
5956,1.91E-05,44,5,"[0, 1, 2, 2, 39]","[1, 6, 13, 37, 150]"
5999,1.79E-05,44,5,"[1, 0, 0, 4, 39]","[1, 6, 13, 37, 150]"
6042,1.31E-05,46,5,"[5, 0, 0, 1, 40]","[1, 6, 13, 37, 150]"
6085,1.72E-05,48,5,"[5, 1, 0, 2, 40]","[1, 6, 13, 37, 150]"
6128,1.88E-05,48,5,"[4, 0, 1, 3, 40]","[1, 6, 13, 37, 150]"
6171,1.31E-05,45,5,"[2, 1, 1, 0, 41]","[1, 6, 13, 37, 150]"
6214,1.79E-05,45,5,"[1, 0, 2, 1, 41]","[1, 6, 13, 37, 150]"
6257,1.50E-05,47,5,"[1, 1, 2, 2, 41]","[1, 6, 13, 37, 150]"
6300,1.79E-05,42,5,"[0, 0, 0, 0, 42]","[1, 6, 13, 37, 150]"
6343,1.19E-05,44,5,"[0, 1, 0, 1, 42]","[1, 6, 13, 37, 150]"
6386,1.69E-05,46,5,"[0, 2, 0, 2, 42]","[1, 6, 13, 37, 150]"
6429,2.00E-05,51,5,"[5, 0, 1, 3, 42]","[1, 6, 13, 37, 150]"
6472,1.22E-05,48,5,"[3, 1, 1, 0, 43]","[1, 6, 13, 37, 150]"
6515,1.19E-05,48,5,"[2, 0, 2, 1, 43]","[1, 6, 13, 37, 150]"
6558,2.00E-05,50,5,"[2, 1, 2, 2, 43]","[1, 6, 13, 37, 150]"
6601,1.19E-05,45,5,"[1, 0, 0, 0, 44]","[1, 6, 13, 37, 150]"
6644,1.22E-05,47,5,"[1, 1, 0, 1, 44]","[1, 6, 13, 37, 150]"
6687,1.29E-05,47,5,"[0, 0, 1, 2, 44]","[1, 6, 13, 37, 150]"
6730,1.19E-05,49,5,"[0, 1, 1, 3, 44]","[1, 6, 13, 37, 150]"
6773,1.22E-05,51,5,"[4, 1, 1, 0, 45]","[1, 6, 13, 37, 150]"
6816,1.41E-05,51,5,"[3, 0, 2, 1, 45]","[1, 6, 13, 37, 150]"
6859,1.41E-05,53,5,"[3, 1, 2, 2, 45]","[1, 6, 13, 37, 150]"
6902,1.50E-05,48,5,"[2, 0, 0, 0, 46]","[1, 6, 13, 37, 150]"
6945,1.31E-05,50,5,"[2, 1, 0, 1, 46]","[1, 6, 13, 37, 150]"
6988,2.00E-05,50,5,"[1, 0, 1, 2, 46]","[1, 6, 13, 37, 150]"
7031,1.29E-05,52,5,"[1, 1, 1, 3, 46]","[1, 6, 13, 37, 150]"
7074,2.31E-05,54,5,"[5, 1, 1, 0, 47]","[1, 6, 13, 37, 150]"
7117,1.29E-05,54,5,"[4, 0, 2, 1, 47]","[1, 6, 13, 37, 150]"
7160,1.41E-05,56,5,"[4, 1, 2, 2, 47]","[1, 6, 13, 37, 150]"
7203,1.41E-05,51,5,"[3, 0, 0, 0, 48]","[1, 6, 13, 37, 150]"
7246,2.29E-05,53,5,"[3, 1, 0, 1, 48]","[1, 6, 13, 37, 150]"
7289,1.60E-05,53,5,"[2, 0, 1, 2, 48]","[1, 6, 13, 37, 150]"
7332,1.29E-05,55,5,"[2, 1, 1, 3, 48]","[1, 6, 13, 37, 150]"
7375,1.31E-05,52,5,"[0, 2, 1, 0, 49]","[1, 6, 13, 37, 150]"
7418,1.41E-05,57,5,"[5, 0, 2, 1, 49]","[1, 6, 13, 37, 150]"
7461,1.31E-05,52,5,"[0, 0, 0, 3, 49]","[1, 6, 13, 37, 150]"
7504,1.41E-05,54,5,"[4, 0, 0, 0, 50]","[1, 6, 13, 37, 150]"
7547,1.41E-05,56,5,"[4, 1, 0, 1, 50]","[1, 6, 13, 37, 150]"
7590,1.41E-05,56,5,"[3, 0, 1, 2, 50]","[1, 6, 13, 37, 150]"
7633,1.31E-05,58,5,"[3, 1, 1, 3, 50]","[1, 6, 13, 37, 150]"
7676,1.31E-05,53,5,"[0, 0, 2, 0, 51]","[1, 6, 13, 37, 150]"
7719,1.41E-05,55,5,"[0, 1, 2, 1, 51]","[1, 6, 13, 37, 150]"
7762,1.38E-05,55,5,"[1, 0, 0, 3, 51]","[1, 6, 13, 37, 150]"
7805,1.50E-05,57,5,"[5, 0, 0, 0, 52]","[1, 6, 13, 37, 150]"
7848,1.60E-05,59,5,"[5, 1, 0, 1, 52]","[1, 6, 13, 37, 150]"
7891,1.60E-05,59,5,"[4, 0, 1, 2, 52]","[1, 6, 13, 37, 150]"
7934,1.41E-05,61,5,"[4, 1, 1, 3, 52]","[1, 6, 13, 37, 150]"
7977,1.41E-05,56,5,"[1, 0, 2, 0, 53]","[1, 6, 13, 37, 150]"
8020,1.50E-05,58,5,"[1, 1, 2, 1, 53]","[1, 6, 13, 37, 150]"
8063,1.50E-05,58,5,"[2, 0, 0, 3, 53]","[1, 6, 13, 37, 150]"
8106,1.31E-05,55,5,"[0, 1, 0, 0, 54]","[1, 6, 13, 37, 150]"
8149,1.41E-05,57,5,"[0, 2, 0, 1, 54]","[1, 6, 13, 37, 150]"
8192,1.69E-05,62,5,"[5, 0, 1, 2, 54]","[1, 6, 13, 37, 150]"
8235,1.72E-05,64,5,"[5, 1, 1, 3, 54]","[1, 6, 13, 37, 150]"
8278,1.81E-05,59,5,"[2, 0, 2, 0, 55]","[1, 6, 13, 37, 150]"
8321,2.22E-05,61,5,"[2, 1, 2, 1, 55]","[1, 6, 13, 37, 150]"
8364,1.50E-05,61,5,"[3, 0, 0, 3, 55]","[1, 6, 13, 37, 150]"
8407,1.41E-05,58,5,"[1, 1, 0, 0, 56]","[1, 6, 13, 37, 150]"
8450,1.50E-05,58,5,"[0, 0, 1, 1, 56]","[1, 6, 13, 37, 150]"
8493,1.41E-05,60,5,"[0, 1, 1, 2, 56]","[1, 6, 13, 37, 150]"
8536,1.41E-05,62,5,"[0, 2, 1, 3, 56]","[1, 6, 13, 37, 150]"
8579,1.62E-05,62,5,"[3, 0, 2, 0, 57]","[1, 6, 13, 37, 150]"
8622,2.50E-05,64,5,"[3, 1, 2, 1, 57]","[1, 6, 13, 37, 150]"
8665,1.60E-05,64,5,"[4, 0, 0, 3, 57]","[1, 6, 13, 37, 150]"
8708,1.50E-05,61,5,"[2, 1, 0, 0, 58]","[1, 6, 13, 37, 150]"
8751,2.19E-05,61,5,"[1, 0, 1, 1, 58]","[1, 6, 13, 37, 150]"
8794,2.29E-05,63,5,"[1, 1, 1, 2, 58]","[1, 6, 13, 37, 150]"
8837,1.91E-05,63,5,"[0, 0, 2, 3, 58]","[1, 6, 13, 37, 150]"
8880,2.50E-05,65,5,"[4, 0, 2, 0, 59]","[1, 6, 13, 37, 150]"
8923,1.69E-05,67,5,"[4, 1, 2, 1, 59]","[1, 6, 13, 37, 150]"
8966,1.81E-05,67,5,"[5, 0, 0, 3, 59]","[1, 6, 13, 37, 150]"
9009,1.60E-05,64,5,"[3, 1, 0, 0, 60]","[1, 6, 13, 37, 150]"
9052,1.38E-05,64,5,"[2, 0, 1, 1, 60]","[1, 6, 13, 37, 150]"
9095,1.60E-05,66,5,"[2, 1, 1, 2, 60]","[1, 6, 13, 37, 150]"
9138,1.60E-05,66,5,"[1, 0, 2, 3, 60]","[1, 6, 13, 37, 150]"
9181,1.81E-05,68,5,"[5, 0, 2, 0, 61]","[1, 6, 13, 37, 150]"
9224,1.60E-05,63,5,"[0, 0, 0, 2, 61]","[1, 6, 13, 37, 150]"
9267,1.60E-05,65,5,"[0, 1, 0, 3, 61]","[1, 6, 13, 37, 150]"
9310,2.29E-05,67,5,"[4, 1, 0, 0, 62]","[1, 6, 13, 37, 150]"
9353,1.50E-05,67,5,"[3, 0, 1, 1, 62]","[1, 6, 13, 37, 150]"
9396,2.60E-05,69,5,"[3, 1, 1, 2, 62]","[1, 6, 13, 37, 150]"
9439,1.69E-05,69,5,"[2, 0, 2, 3, 62]","[1, 6, 13, 37, 150]"
9482,1.50E-05,66,5,"[0, 1, 2, 0, 63]","[1, 6, 13, 37, 150]"
9525,2.29E-05,66,5,"[1, 0, 0, 2, 63]","[1, 6, 13, 37, 150]"
9568,1.60E-05,68,5,"[1, 1, 0, 3, 63]","[1, 6, 13, 37, 150]"
9611,2.00E-05,70,5,"[5, 1, 0, 0, 64]","[1, 6, 13, 37, 150]"
9654,2.00E-05,70,5,"[4, 0, 1, 1, 64]","[1, 6, 13, 37, 150]"
9697,2.10E-05,72,5,"[4, 1, 1, 2, 64]","[1, 6, 13, 37, 150]"
9740,2.10E-05,72,5,"[3, 0, 2, 3, 64]","[1, 6, 13, 37, 150]"
9783,2.10E-05,69,5,"[1, 1, 2, 0, 65]","[1, 6, 13, 37, 150]"
9826,2.10E-05,69,5,"[2, 0, 0, 2, 65]","[1, 6, 13, 37, 150]"
9869,2.10E-05,71,5,"[2, 1, 0, 3, 65]","[1, 6, 13, 37, 150]"
